date,gdp,uemployment_rate,inflation_rate,cpi,tradeBalance_goods,tradeBalance_services,tradeBalance_overall,retail_sales,housingStarts_started,housingStarts_completed
01/08/1972,,4.3,,,,,,,,
01/09/1972,,4.3,,,,,,,,
01/10/1972,226205,4.2,,,,,,,,
01/11/1972,,4.2,,,,,,,,
01/12/1972,,4.2,,,,,,,,
01/01/1973,237322,4.1,,,,,,,,
01/02/1973,,4,,,,,,,,
01/03/1973,,3.9,,,,,,,,
01/04/1973,237728,3.8,,,,,,,,
01/05/1973,,3.8,,,,,,,,
01/06/1973,,3.7,,,,,,,,
01/07/1973,235429,3.7,,,,,,,,
01/08/1973,,3.6,,,,,,,,
01/09/1973,,3.6,,,,,,,,
01/10/1973,234514,3.5,,,,,,,,
01/11/1973,,3.5,,,,,,,,
01/12/1973,,3.4,,,,,,,,
01/01/1974,228013,3.4,,,,,,,,
01/02/1974,,3.5,,,,,,,,
01/03/1974,,3.6,,,,,,,,
01/04/1974,231343,3.6,,,,,,,,
01/05/1974,,3.6,,,,,,,,
01/06/1974,,3.6,,,,,,,,
01/07/1974,232777,3.6,,,,,,,,
01/08/1974,,3.7,,,,,,,,
01/09/1974,,3.7,,,,,,,,
01/10/1974,229394,3.7,,,,,,,,
01/11/1974,,3.7,,,,,,,,
01/12/1974,,3.7,,,,,,,,
01/01/1975,229477,3.8,,,,,,,,
01/02/1975,,3.9,,,,,,,,
01/03/1975,,4,,,,,,,,
01/04/1975,225734,4.1,,,,,,,,
01/05/1975,,4.2,,,,,,,,
01/06/1975,,4.3,,,,,,,,
01/07/1975,224919,4.5,,,,,,,,
01/08/1975,,4.6,,,,,,,,
01/09/1975,,4.7,,,,,,,,
01/10/1975,227490,4.8,,,,,,,,
01/11/1975,,4.9,,,,,,,,
01/12/1975,,5,,,,,,,,
01/01/1976,231247,5.1,,,,,,,,
01/02/1976,,5.2,,,,,,,,
01/03/1976,,5.3,,,,,,,,
01/04/1976,230985,5.3,,,,,,,,
01/05/1976,,5.4,,,,,,,,
01/06/1976,,5.4,,,,,,,,
01/07/1976,233947,5.4,,,,,,,,
01/08/1976,,5.4,,,,,,,,
01/09/1976,,5.5,,,,,,,,
01/10/1976,238928,5.5,,,,,,,,
01/11/1976,,5.5,,,,,,,,
01/12/1976,,5.5,,,,,,,,
01/01/1977,238831,5.5,,,,,,,,
01/02/1977,,5.5,,,,,,,,
01/03/1977,,5.5,,,,,,,,
01/04/1977,237076,5.5,,,,,,,,
01/05/1977,,5.5,,,,,,,,
01/06/1977,,5.5,,,,,,,,
01/07/1977,238720,5.6,,,,,,,,
01/08/1977,,5.6,,,,,,,,
01/09/1977,,5.7,,,,,,,,
01/10/1977,242807,5.7,,,,,,,,
01/11/1977,,5.7,,,,,,,,
01/12/1977,,5.7,,,,,,,,
01/01/1978,244622,5.7,,,,,,,55140,69160
01/02/1978,,5.6,,,,,,,,
01/03/1978,,5.6,,,,,,,,
01/04/1978,247510,5.6,,,,,,,84170,74510
01/05/1978,,5.6,,,,,,,,
01/06/1978,,5.6,,,,,,,,
01/07/1978,250901,5.5,,,,,,,70780,69750
01/08/1978,,5.5,,,,,,,,
01/09/1978,,5.5,,,,,,,,
01/10/1978,253135,5.5,,,,,,,62380,75140
01/11/1978,,5.4,,,,,,,,
01/12/1978,,5.4,,,,,,,,
01/01/1979,251825,5.3,,,,,,,39910,52420
01/02/1979,,5.3,,,,,,,,
01/03/1979,,5.4,,,,,,,,
01/04/1979,262981,5.3,,,,,,,66830,59560
01/05/1979,,5.3,,,,,,,,
01/06/1979,,5.3,,,,,,,,
01/07/1979,257095,5.3,,,,,,,64800,58420
01/08/1979,,5.3,,,,,,,,
01/09/1979,,5.4,,,,,,,,
01/10/1979,259744,5.4,,,,,,,60160,81310
01/11/1979,,5.4,,,,,,,,
01/12/1979,,5.5,,,,,,,,
01/01/1980,256815,5.6,,,,,,,41520,58950
01/02/1980,,5.7,,,,,,,,
01/03/1980,,5.8,,,,,,,,
01/04/1980,251750,6,,,,,,,48180,59050
01/05/1980,,6.1,,,,,,,,
01/06/1980,,6.3,,,,,,,,
01/07/1980,251454,6.5,,,,,,,39320,59720
01/08/1980,,6.8,,,,,,,,
01/09/1980,,7.1,,,,,,,,
01/10/1980,248574,7.4,,,,,,,31330,62550
01/11/1980,,7.7,,,,,,,,
01/12/1980,,8,,,,,,,,
01/01/1981,248097,8.3,,,,,,,34640,56060
01/02/1981,,8.6,,,,,,,,
01/03/1981,,8.9,,,,,,,,
01/04/1981,248514,9.1,,,,,,,43630,49300
01/05/1981,,9.4,,,,,,,,
01/06/1981,,9.6,,,,,,,,
01/07/1981,251197,9.7,,,,,,,43900,49320
01/08/1981,,9.8,,,,,,,,
01/09/1981,,9.9,,,,,,,,
01/10/1981,251349,10,,,,,,,36710,49700
01/11/1981,,10.1,,,,,,,,
01/12/1981,,10.2,,,,,,,,
01/01/1982,251388,10.3,,,,,,,46410,42330
01/02/1982,,10.4,,,,,,,,
01/03/1982,,10.4,,,,,,,,
01/04/1982,253939,10.5,,,,,,,55000,41360
01/05/1982,,10.5,,,,,,,,
01/06/1982,,10.6,,,,,,,,
01/07/1982,254533,10.6,,,,,,,52550,42950
01/08/1982,,10.7,,,,,,,,
01/09/1982,,10.8,,,,,,,,
01/10/1982,256172,10.9,,,,,,,46830,50280
01/11/1982,,11,,,,,,,,
01/12/1982,,11.1,,,,,,,,
01/01/1983,260720,11.2,,,,,,,56950,44040
01/02/1983,,11.2,,,,,,,,
01/03/1983,,11.3,,,,,,,,
01/04/1983,262390,11.3,,,,,,,65240,49770
01/05/1983,,11.3,,,,,,,,
01/06/1983,,11.4,,,,,,,,
01/07/1983,265120,11.5,,,,,,,56170,49850
01/08/1983,,11.5,,,,,,,,
01/09/1983,,11.5,,,,,,,,
01/10/1983,267076,11.6,,,,,,,50240,57940
01/11/1983,,11.6,,,,,,,,
01/12/1983,,11.7,,,,,,,,
01/01/1984,268763,11.7,,,,,,,51570,51320
01/02/1984,,11.8,,,,,,,,
01/03/1984,,11.8,,,,,,,,
01/04/1984,266099,11.9,,,,,,,58790,49580
01/05/1984,,11.9,,,,,,,,
01/06/1984,,11.9,,,,,,,,
01/07/1984,267783,11.8,,,,,,,52500,52750
01/08/1984,,11.8,,,,,,,,
01/09/1984,,11.7,,,,,,,,
01/10/1984,272734,11.7,,,,,,,41980,58550
01/11/1984,,11.7,,,,,,,,
01/12/1984,,11.6,,,,,,,,
01/01/1985,274498,11.6,,,,,,,44250,47500
01/02/1985,,11.5,,,,,,,,
01/03/1985,,11.5,,,,,,,,
01/04/1985,280049,11.4,,,,,,,58140,50350
01/05/1985,,11.4,,,,,,,,
01/06/1985,,11.4,,,,,,,,
01/07/1985,280252,11.3,,,,,,,55180,47980
01/08/1985,,11.3,,,,,,,,
01/09/1985,,11.3,,,,,,,,
01/10/1985,280672,11.3,,,,,,,48840,54970
01/11/1985,,11.3,,,,,,,,
01/12/1985,,11.3,,,,,,,,
01/01/1986,283200,11.3,,,,,,,45360,45080
01/02/1986,,11.3,,,,,,,,
01/03/1986,,11.3,,,,,,,,
01/04/1986,284643,11.3,,,,,,,62120,51600
01/05/1986,,11.3,,,,,,,,
01/06/1986,,11.3,,,,,,,,
01/07/1986,285943,11.4,,,,,,,61080,50700
01/08/1986,,11.4,,,,,,,,
01/09/1986,,11.4,,,,,,,,
01/10/1986,290408,11.3,,,,,,,49300,59940
01/11/1986,,11.3,,,,,,,,
01/12/1986,,11.3,,,,,,,,
01/01/1987,293128,11.2,4.07,,,,,,54890,49150
01/02/1987,,11.2,,,,,,,,
01/03/1987,,11.1,,,,,,,,
01/04/1987,297464,11,,,,,,,62990,52030
01/05/1987,,10.9,,,,,,,,
01/06/1987,,10.7,,,,,,,,
01/07/1987,304555,10.6,,,,,,,62980,52760
01/08/1987,,10.4,,,,,,,,
01/09/1987,,10.2,,,,,,,,
01/10/1987,308624,10,,,,,,,53810,60430
01/11/1987,,9.9,,,,,,,,
01/12/1987,,9.7,,,,,,,,
01/01/1988,313316,9.5,4.61,,,,,,61090,56690
01/02/1988,,9.4,,,,,,,,
01/03/1988,,9.2,,,,,,,,
01/04/1988,313997,9,,,,,,,72260,56130
01/05/1988,,8.9,,,,,,,,
01/06/1988,,8.7,,,,,,,,
01/07/1988,318223,8.6,,,,,,,65580,58920
01/08/1988,,8.5,,,,,,,,
01/09/1988,,8.4,,,,,,,,
01/10/1988,320612,8.3,,,,,,,60210,61200
01/11/1988,,8.2,,,,,,,,
01/12/1988,,8,,,,,,,,
01/01/1989,322258,7.9,5.22,4.9,,,,,56550,55310
01/02/1989,,7.7,,5,,,,,,
01/03/1989,,7.6,,5,,,,,,
01/04/1989,323569,7.4,,5.3,,,,,61120,53160
01/05/1989,,7.3,,5.3,,,,,,
01/06/1989,,7.2,,5.2,,,,,,
01/07/1989,323542,7.2,,5.2,,,,,49540,52400
01/08/1989,,7.1,,5,,,,,,
01/09/1989,,7.1,,5.2,,,,,,
01/10/1989,324139,7.1,,5.5,,,,,40640,55760
01/11/1989,,7,,5.5,,,,,,
01/12/1989,,7,,5.5,,,,,,
01/01/1990,326896,7,7,5.7,,,,,45550,50730
01/02/1990,,6.9,,5.9,,,,,,
01/03/1990,,6.9,,6,,,,,,
01/04/1990,328047,6.9,,6.4,,,,,46680,48360
01/05/1990,,6.9,,6.8,,,,,,
01/06/1990,,6.9,,6.9,,,,,,
01/07/1990,324080,6.9,,6.8,,,,,42570,49360
01/08/1990,,7,,7.7,,,,,,
01/09/1990,,7.1,,8.1,,,,,,
01/10/1990,322743,7.2,,8.1,,,,,36830,54060
01/11/1990,,7.3,,7.8,,,,,,
01/12/1990,,7.5,,7.6,,,,,,
01/01/1991,321164,7.6,7.52,7.1,,,,,41070,45440
01/02/1991,,7.8,,7,,,,,,
01/03/1991,,8,,6.9,,,,,,
01/04/1991,319958,8.2,,8.4,,,,,47150,48460
01/05/1991,,8.5,,8.2,,,,,,
01/06/1991,,8.7,,8.4,,,,,,
01/07/1991,319027,8.8,,8.3,,,,,44870,47470
01/08/1991,,9,,7.9,,,,,,
01/09/1991,,9.2,,7.1,,,,,,
01/10/1991,319668,9.3,,6.8,,,,,37590,49650
01/11/1991,,9.4,,7.1,,,,,,
01/12/1991,,9.5,,7.2,,,,,,
01/01/1992,319525,9.5,4.23,7,,,,,43130,45670
01/02/1992,,9.6,,6.9,,,,,,
01/03/1992,,9.7,,7.1,,,,,,
01/04/1992,318481,9.8,,4.7,,,,,46230,42900
01/05/1992,,9.8,,4.3,,,,,,
01/06/1992,,9.8,,3.8,,,,,,
01/07/1992,320240,9.9,,3.6,,,,,41500,45500
01/08/1992,,9.9,,3,,,,,,
01/09/1992,,9.9,,3,,,,,,
01/10/1992,321960,10.1,,2.9,,,,,33290,45030
01/11/1992,,10.2,,2.6,,,,,,
01/12/1992,,10.4,,2.6,,,,,,
01/01/1993,324111,10.5,2.53,2.2,,,,,50190,45000
01/02/1993,,10.7,,2.4,,,,,,
01/03/1993,,10.6,,2.5,,,,,,
01/04/1993,325394,10.6,,2.5,,,,,52370,44310
01/05/1993,,10.5,,2.5,,,,,,
01/06/1993,,10.4,,2.4,,,,,,
01/07/1993,327863,10.4,,2.6,,,,,47980,45040
01/08/1993,,10.3,,2.9,,,,,,
01/09/1993,,10.2,,3.1,,,,,,
01/10/1993,329789,10.3,,2.6,,,,,42830,51310
01/11/1993,,10.2,,2.3,,,,,,
01/12/1993,,10.3,,2.4,,,,,,
01/01/1994,333269,10.3,1.99,2.7,,,,,53940,46190
01/02/1994,,10.1,,2.5,,,,,,
01/03/1994,,9.9,,2.2,,,,,,
01/04/1994,336803,9.8,,2,,,,,59470,45880
01/05/1994,,9.7,,2,,,,,,
01/06/1994,,9.7,,2,,,,,,
01/07/1994,340451,9.6,,1.7,,,,,53480,50150
01/08/1994,,9.5,,1.9,,,,,,
01/09/1994,,9.4,,1.5,,,,,,
01/10/1994,342104,9.3,,1.5,,,,,44090,50760
01/11/1994,,9.1,,1.8,,,,,,
01/12/1994,,9,,2,,,,,,
01/01/1995,342962,8.9,2.63,2.4,,,,,47630,48770
01/02/1995,,8.9,,2.4,,,,,,
01/03/1995,,8.9,,2.6,,,,,,
01/04/1995,343589,8.8,,2.3,,,,,51710,51090
01/05/1995,,8.8,,2.5,,,,,,
01/06/1995,,8.7,,2.6,,,,,,
01/07/1995,347031,8.7,,2.7,,,,,44380,49310
01/08/1995,,8.6,,2.6,,,,,,
01/09/1995,,8.6,,3,,,,,,
01/10/1995,347651,8.6,,2.9,,,,,34660,49970
01/11/1995,,8.6,,2.8,,,,,,
01/12/1995,,8.3,,3,,,,,,
01/01/1996,349056,8.4,2.42,2.6,,,,,44470,47360
01/02/1996,,8.3,,2.7,,,,,,
01/03/1996,,8.2,,2.6,,,,,,
01/04/1996,349195,8.3,,2.5,,,,,48330,45290
01/05/1996,,8.3,,2.3,,,,,,
01/06/1996,,8.3,,2.3,,,,,,
01/07/1996,352909,8.2,,2.2,,,,,49120,46450
01/08/1996,,8.1,,2.3,,,,,,
01/09/1996,,8.1,,2.3,,,,,,
01/10/1996,356423,8.1,,2.5,,,,,43900,49940
01/11/1996,,8,,2.6,,,,,,
01/12/1996,,7.8,,2.3,,,,,,
01/01/1997,361885,7.7,1.82,2.1,-527,1764,1237,,53740,44270
01/02/1997,,7.5,,1.9,-752,1758,1006,,,
01/03/1997,,7.3,,1.7,-1577,1729,152,,,
01/04/1997,365725,7.2,,1.6,-1319,1698,379,,53050,49150
01/05/1997,,7.2,,1.6,-1399,1703,304,,,
01/06/1997,,7.2,,1.7,-1993,1759,-234,,,
01/07/1997,369141,7.3,,2,-1727,1842,115,,49950,46520
01/08/1997,,7.1,,2,-1178,1909,731,,,
01/09/1997,,6.8,,1.8,-1136,1933,797,,,
01/10/1997,374512,6.7,,1.9,-1473,1912,439,,44070,51190
01/11/1997,,6.6,,1.9,-1646,1860,214,,,
01/12/1997,,6.5,,1.7,-1273,1794,521,,,
01/01/1998,376761,6.4,1.56,1.5,-1142,1730,588,,51080,43910
01/02/1998,,6.4,,1.6,-1923,1689,-234,,,
01/03/1998,,6.4,,1.7,-2215,1680,-535,,,
01/04/1998,378766,6.3,,1.8,-1814,1697,-117,,49590,45810
01/05/1998,,6.3,,2,-2272,1721,-551,,,
01/06/1998,,6.3,,1.7,-2426,1746,-680,,,
01/07/1998,379906,6.3,,1.4,-2081,1777,-304,,48600,44980
01/08/1998,,6.3,,1.3,-2089,1831,-258,,,
01/09/1998,,6.2,,1.4,-2792,1910,-882,,,
01/10/1998,382282,6.2,,1.4,-2280,1975,-305,,38640,46330
01/11/1998,,6.2,,1.4,-2561,1972,-589,,,
01/12/1998,,6.1,,1.6,-2475,1872,-603,,,
01/01/1999,385025,6.2,1.33,1.6,-3063,1723,-1340,,49880,41180
01/02/1999,,6.2,,1.4,-2870,1603,-1267,,,
01/03/1999,,6.2,,1.7,-2716,1563,-1153,,,
01/04/1999,386581,6.2,,1.5,-2685,1598,-1087,,49570,44540
01/05/1999,,6.1,,1.3,-2247,1685,-562,,,
01/06/1999,,6,,1.3,-3125,1799,-1326,,,
01/07/1999,393078,6,,1.3,-2826,1923,-903,,48360,46700
01/08/1999,,5.9,,1.2,-2870,2043,-827,,,
01/09/1999,,5.9,,1.2,-2508,2144,-364,,,
01/10/1999,398776,5.8,,1.1,-2741,2218,-523,,43330,49570
01/11/1999,,5.8,,1.2,-2882,2254,-628,,,
01/12/1999,,5.8,,1.1,-2862,2245,-617,,,
01/01/2000,403407,5.9,0.8,0.8,-3182,2213,-969,,51660,43190
01/02/2000,,5.8,,0.9,-2970,2180,-790,,,
01/03/2000,,5.8,,0.6,-2550,2171,-379,,,
01/04/2000,406049,5.7,,0.6,-3161,2196,-965,,49560,45450
01/05/2000,,5.6,,0.5,-2992,2270,-722,,,
01/06/2000,,5.5,,0.8,-3030,2381,-649,,,
01/07/2000,408120,5.3,,0.9,-4476,2451,-2025,,47270,41700
01/08/2000,,5.3,,0.6,-3411,2380,-1031,,,
01/09/2000,,5.3,,1,-3366,2134,-1232,,,
01/10/2000,409871,5.4,,1,-3222,1880,-1342,,37690,46510
01/11/2000,,5.3,,1.1,-3712,1850,-1862,,,
01/12/2000,,5.2,,0.8,-3771,2169,-1602,,,
01/01/2001,413381,5.2,1.23,0.9,-3470,2633,-837,,48960,41710
01/02/2001,,5.2,,0.8,-3680,2929,-751,,,
01/03/2001,,5.1,,0.9,-4066,2859,-1207,,,
01/04/2001,414894,5,,1.2,-4201,2555,-1646,,51450,42680
01/05/2001,,4.9,,1.7,-4234,2262,-1972,,,
01/06/2001,,5,,1.7,-4546,2154,-2392,,,
01/07/2001,416803,5,,1.4,-4010,2186,-1824,,49630,42900
01/08/2001,,5.1,,1.8,-4706,2241,-2465,,,
01/09/2001,,5.1,,1.3,-3778,2234,-1544,,,
01/10/2001,417480,5.1,,1.2,-3649,2175,-1474,,42030,46790
01/11/2001,,5.1,,0.8,-3843,2109,-1734,,,
01/12/2001,,5.2,,1.1,-4408,2065,-2343,,,
01/01/2002,418930,5.2,1.26,1.6,-3683,2025,-1658,,51030,41830
01/02/2002,,5.1,,1.5,-4444,1961,-2483,,,
01/03/2002,,5.2,,1.5,-4230,1861,-2369,,,
01/04/2002,421133,5.2,,1.4,-4663,1799,-2864,,50030,45060
01/05/2002,,5.2,,0.8,-3816,1866,-1950,,,
01/06/2002,,5.2,,0.6,-4645,2107,-2538,,,
01/07/2002,424190,5.2,,1.1,-4496,2397,-2099,,51600,44350
01/08/2002,,5.2,,1,-4699,2558,-2141,,,
01/09/2002,,5.3,,1,-4459,2487,-1972,,,
01/10/2002,427745,5.2,,1.4,-5147,2295,-2852,,41720,50730
01/11/2002,,5.2,,1.5,-5752,2162,-3590,,,
01/12/2002,,5.1,,1.7,-4544,2212,-2332,,,
01/01/2003,430454,5,1.36,1.3,-4041,2373,-1668,,53770,43070
01/02/2003,,5.1,,1.6,-4107,2510,-1597,,,
01/03/2003,,5.2,,1.5,-4963,2534,-2429,,,
01/04/2003,434140,5.1,,1.4,-3384,2477,-907,,54200,47230
01/05/2003,,5,,1.3,-4879,2419,-2460,,,
01/06/2003,,4.9,,1.1,-5545,2417,-3128,,,
01/07/2003,438419,5.1,,1.3,-4408,2453,-1955,,53200,45370
01/08/2003,,5.1,,1.4,-4408,2489,-1919,,,
01/09/2003,,5,,1.4,-5850,2502,-3348,,,
01/10/2003,441827,5,,1.4,-5002,2507,-2495,,47340,54830
01/11/2003,,4.9,,1.3,-5284,2534,-2750,,,
01/12/2003,,4.9,,1.3,-5374,2606,-2768,,,
01/01/2004,443792,4.8,1.34,1.4,-6088,2710,-3378,,58460,43170
01/02/2004,,4.8,,1.3,-5130,2825,-2305,,,
01/03/2004,,4.8,,1.1,-5078,2928,-2150,,,
01/04/2004,446140,4.8,,1.1,-5464,2985,-2479,,60200,51370
01/05/2004,,4.8,,1.5,-5736,2960,-2776,,,
01/06/2004,,4.8,,1.6,-5823,2844,-2979,,,
01/07/2004,447205,4.8,,1.4,-5608,2738,-2870,,58150,52820
01/08/2004,,4.7,,1.3,-5957,2770,-3187,,,
01/09/2004,,4.7,,1.1,-5411,3001,-2410,,,
01/10/2004,448619,4.7,,1.2,-5991,3297,-2694,,51200,56130
01/11/2004,,4.7,,1.5,-5489,3460,-2029,,,
01/12/2004,,4.7,,1.7,-5526,3367,-2159,,,
01/01/2005,451985,4.7,2.06,1.6,-6199,3148,-3051,281.45,55010,45070
01/02/2005,,4.8,,1.7,-5742,3016,-2726,,,
01/03/2005,,4.7,,1.9,-5974,3109,-2865,,,
01/04/2005,456263,4.7,,1.9,-6304,3356,-2948,,59440,53180
01/05/2005,,4.8,,1.9,-5966,3617,-2349,,,
01/06/2005,,4.8,,2,-5394,3781,-1613,,,
01/07/2005,460177,4.7,,2.3,-6309,3852,-2457,,57240,49070
01/08/2005,,4.7,,2.4,-6747,3865,-2882,,,
01/09/2005,,4.7,,2.5,-5974,3853,-2121,,,
01/10/2005,464981,4.9,,2.3,-5788,3838,-1950,,52750,58430
01/11/2005,,5.1,,2.1,-6463,3841,-2622,,,
01/12/2005,,5.1,,1.9,-6854,3867,-2987,,,
01/01/2006,466584,5.1,2.33,1.9,-7568,3878,-3690,292.11,64850,49650
01/02/2006,,5.2,,2,-6905,3820,-3085,,,
01/03/2006,,5.2,,1.8,-5755,3687,-2068,,,
01/04/2006,467684,5.3,,2,-5942,3605,-2337,,59350,55800
01/05/2006,,5.4,,2.2,-7000,3747,-3253,,,
01/06/2006,,5.5,,2.5,-6210,4197,-2013,,,
01/07/2006,468351,5.5,,2.4,-7068,4782,-2286,,53070,49140
01/08/2006,,5.5,,2.5,-7651,5243,-2408,,,
01/09/2006,,5.5,,2.4,-6956,5397,-1559,,,
01/10/2006,470396,5.5,,2.4,-6756,5296,-1460,,46640,54390
01/11/2006,,5.4,,2.7,-7008,5074,-1934,,,
01/12/2006,,5.5,,3,-7225,4846,-2379,,,
01/01/2007,475292,5.5,2.32,2.7,-7284,4677,-2607,303.62,63840,55890
01/02/2007,,5.5,,2.8,-7975,4614,-3361,,,
01/03/2007,,5.5,,3.1,-8160,4684,-3476,,,
01/04/2007,478424,5.5,,2.8,-6601,4865,-1736,,60350,56820
01/05/2007,,5.4,,2.5,-7101,5111,-1990,,,
01/06/2007,,5.4,,2.4,-7532,5377,-2155,,,
01/07/2007,482064,5.3,,1.9,-8274,5616,-2658,,57290,49880
01/08/2007,,5.3,,1.8,-8320,5776,-2544,,,
01/09/2007,,5.3,,1.8,-8490,5815,-2675,,,
01/10/2007,485249,5.2,,2.1,-8035,5708,-2327,,52860,60980
01/11/2007,,5.2,,2.1,-7822,5439,-2383,,,
01/12/2007,,5.2,,2.1,-7974,5036,-2938,,,
01/01/2008,487601,5.2,3.6,2.2,-8334,4668,-3666,321.18,48580,48170
01/02/2008,,5.2,,2.5,-7918,4547,-3371,,,
01/03/2008,,5.2,,2.5,-7808,4791,-3017,,,
01/04/2008,485278,5.3,,3,-8000,5209,-2791,,44110,48930
01/05/2008,,5.2,,3.3,-7779,5517,-2262,,,
01/06/2008,,5.4,,3.8,-9294,5545,-3749,,,
01/07/2008,477935,5.5,,4.4,-8371,5465,-2906,,27090,43470
01/08/2008,,5.7,,4.7,-8205,5570,-2635,,,
01/09/2008,,5.9,,5.2,-7306,6012,-1294,,,
01/10/2008,467250,6,,4.5,-7409,6549,-860,,21940,46750
01/11/2008,,6.2,,4.1,-8212,6802,-1410,,,
01/12/2008,,6.4,,3.1,-7100,6543,-557,,,
01/01/2009,458181,6.5,2.16,3,-7884,6021,-1863,317.66,26010,39410
01/02/2009,,6.7,,3.2,-7261,5625,-1636,,,
01/03/2009,,7.1,,2.9,-8111,5618,-2493,,,
01/04/2009,456867,7.3,,2.3,-7848,5825,-2023,,27000,40340
01/05/2009,,7.6,,2.2,-6879,5940,-939,,,
01/06/2009,,7.8,,1.8,-7411,5767,-1644,,,
01/07/2009,457471,7.9,,1.8,-6991,5464,-1527,,32810,36330
01/08/2009,,7.9,,1.6,-7442,5306,-2136,,,
01/09/2009,,7.8,,1.1,-7832,5457,-2375,,,
01/10/2009,459031,7.9,,1.5,-7290,5765,-1525,,28420,41070
01/11/2009,,7.8,,1.9,-6898,5967,-931,,,
01/12/2009,,7.8,,2.9,-7477,5897,-1580,,,
01/01/2010,463391,7.7,3.3,3.5,-8358,5683,-2675,326.24,35900,33510
01/02/2010,,7.9,,3,-6100,5546,-554,,,
01/03/2010,,8,,3.4,-8153,5633,-2520,,,
01/04/2010,468691,8,,3.7,-7639,5854,-1785,,41210,35240
01/05/2010,,7.9,,3.4,-7933,6038,-1895,,,
01/06/2010,,7.9,,3.2,-7991,6074,-1917,,,
01/07/2010,471664,7.8,,3.1,-8537,6023,-2514,,36300,31780
01/08/2010,,7.8,,3.1,-8905,6004,-2901,,,
01/09/2010,,7.8,,3.1,-9128,6098,-3030,,,
01/10/2010,472312,7.9,,3.2,-8249,6277,-1972,,25810,35470
01/11/2010,,7.9,,3.3,-8921,6479,-2442,,,
01/12/2010,,7.9,,3.7,-9653,6651,-3002,,,
01/01/2011,473510,7.9,4.46,4,-7535,6787,-748,343.16,34900,33560
01/02/2011,,7.8,,4.4,-5652,6892,1240,,,
01/03/2011,,7.8,,4,-7761,6989,-772,,,
01/04/2011,473773,7.7,,4.5,-7190,7137,-53,,37190,36980
