Date,Base Interest Rate,Money Supply,Net Lending (Private Sector),Net Lending (Public Sector),Bond Issuance,Bond Repayment,Change in Reserves
01/01/1957,0,0,0,0,0,0,0
01/04/1957,0,0,0,0,0,0,0
01/07/1957,0,0,0,0,0,0,0
01/10/1957,0,0,0,0,0,0,0
01/01/1958,0,0,0,0,0,0,0
01/04/1958,0,0,0,0,0,0,0
01/07/1958,0,0,0,0,0,0,0
01/10/1958,0,0,0,0,0,0,0
01/01/1959,0,0,0,0,0,0,0
01/04/1959,0,0,0,0,0,0,0
01/07/1959,0,0,0,0,0,0,0
01/10/1959,0,0,0,0,0,0,0
01/01/1960,0,0,0,0,0,0,0
01/04/1960,0,0,0,0,0,0,0
01/07/1960,0,0,0,0,0,0,0
01/10/1960,0,0,0,0,0,0,0
01/01/1961,0,0,0,0,0,0,0
01/04/1961,0,0,0,0,0,0,0
01/07/1961,0,0,0,0,0,0,0
01/10/1961,0,0,0,0,0,0,0
01/01/1962,0,0,0,0,0,0,0
01/04/1962,0,0,0,0,0,0,0
01/07/1962,0,0,0,0,0,0,0
01/10/1962,0,0,0,0,0,0,0
01/03/1971,0,0,0,0,0,0,0
01/05/1971,0,0,0,0,0,0,0
01/06/1971,0,0,0,0,0,0,0
01/08/1971,0,0,0,0,0,0,0
01/09/1971,0,0,0,0,0,0,0
01/11/1971,0,0,0,0,0,0,0
01/12/1971,0,0,0,0,0,0,0
01/02/1972,0,0,0,0,0,0,0
01/03/1972,0,0,0,0,0,0,0
01/05/1972,0,0,0,0,0,0,0
01/06/1972,0,0,0,0,0,0,0
01/08/1972,0,0,0,0,0,0,0
01/09/1972,0,0,0,0,0,0,0
01/11/1972,0,0,0,0,0,0,0
01/12/1972,0,0,0,0,0,0,0
01/02/1973,0,0,0,0,0,0,0
01/03/1973,0,0,0,0,0,0,0
01/05/1973,0,0,0,0,0,0,0
01/06/1973,0,0,0,0,0,0,0
01/08/1973,0,0,0,0,0,0,0
01/09/1973,0,0,0,0,0,0,0
01/11/1973,0,0,0,0,0,0,0
01/12/1973,0,0,0,0,0,0,0
01/02/1974,0,0,0,0,0,0,0
01/03/1974,0,0,0,0,0,0,0
01/05/1974,0,0,0,0,0,0,0
01/06/1974,0,0,0,0,0,0,0
01/08/1974,0,0,0,0,0,0,0
01/09/1974,0,0,0,0,0,0,0
01/11/1974,0,0,0,0,0,0,0
01/12/1974,0,0,0,0,0,0,0
01/02/1975,0,0,0,0,0,0,0
01/03/1975,0,0,0,0,0,0,0
01/05/1975,0,0,0,0,0,0,0
01/06/1975,0,0,0,0,0,0,0
01/08/1975,0,0,0,0,0,0,0
01/09/1975,0,0,0,0,0,0,0
01/11/1975,0,0,0,0,0,0,0
01/02/1976,0,0,0,0,0,0,0
01/05/1976,0,0,0,0,0,0,0
01/06/1976,0,0,0,0,0,0,0
01/08/1976,0,0,0,0,0,0,0
01/09/1976,0,0,0,0,0,0,0
01/11/1976,0,0,0,0,0,0,0
01/12/1976,0,0,0,0,0,0,0
01/02/1977,0,0,0,0,0,0,0
01/03/1977,0,0,0,0,0,0,0
01/05/1977,0,0,0,0,0,0,0
01/06/1977,0,0,0,0,0,0,0
01/08/1977,0,0,0,0,0,0,0
01/09/1977,0,0,0,0,0,0,0
01/11/1977,0,0,0,0,0,0,0
01/12/1977,0,0,0,0,0,0,0
01/02/1978,0,0,0,0,0,0,0
01/03/1978,0,0,0,0,0,0,0
01/05/1978,0,0,0,0,0,0,0
01/06/1978,0,0,0,0,0,0,0
01/08/1978,0,0,0,0,0,0,0
01/09/1978,0,0,0,0,0,0,0
01/11/1978,0,0,0,0,0,0,0
01/12/1978,0,0,0,0,0,0,0
01/02/1979,0,0,0,0,0,0,0
01/05/1979,0,0,0,0,0,0,0
01/06/1979,0,0,0,0,0,0,0
01/08/1979,0,0,0,0,0,0,0
01/09/1979,0,0,0,0,0,0,0
01/11/1979,0,0,0,0,0,0,0
01/12/1979,0,0,0,0,0,0,0
01/02/1980,0,0,0,0,0,0,0
01/03/1980,0,0,0,0,0,0,0
01/05/1980,0,0,0,0,0,0,0
01/06/1980,0,0,0,0,0,0,0
01/08/1980,0,0,0,0,0,0,0
01/09/1980,0,0,0,0,0,0,0
01/11/1980,0,0,0,0,0,0,0
01/12/1980,0,0,0,0,0,0,0
01/02/1981,0,0,0,0,0,0,0
01/03/1981,0,0,0,0,0,0,0
01/05/1981,0,0,0,0,0,0,0
01/06/1981,0,0,0,0,0,0,0
01/08/1981,0,0,0,0,0,0,0
01/09/1981,0,0,0,0,0,0,0
01/11/1981,0,0,0,0,0,0,0
01/12/1981,0,0,0,0,0,0,0
01/02/1982,0,0,0,0,0,0,0
01/03/1982,0,0,0,0,0,0,0
01/05/1982,0,0,0,0,0,0,0
01/06/1982,0,0,0,0,0,0,0
01/08/1982,0,0,0,0,0,0,0
01/09/1982,0,0,0,0,0,0,0
01/12/1982,0,0,0,0,0,0,0
01/02/1983,0,0,0,0,0,0,0
01/03/1983,0,0,0,0,0,0,0
01/05/1983,0,0,0,0,0,0,0
01/06/1983,0,0,0,0,0,0,0
01/08/1983,0,0,0,0,0,0,0
01/09/1983,0,0,0,0,0,0,0
01/10/1983,0,0,0,0,0,0,0
01/12/1983,0,0,0,0,0,0,0
01/02/1984,0,0,0,0,0,0,0
01/03/1984,0,0,0,0,0,0,0
01/05/1984,0,0,0,0,0,0,0
01/06/1984,0,0,0,0,0,0,0
01/08/1984,0,0,0,0,0,0,0
01/09/1984,0,0,0,0,0,0,0
01/11/1984,0,0,0,0,0,0,0
01/12/1984,0,0,0,0,0,0,0
01/02/1985,0,0,0,0,0,0,0
01/03/1985,0,0,0,0,0,0,0
01/05/1985,0,0,0,0,0,0,0
01/06/1985,0,0,0,0,0,0,0
01/08/1985,0,0,0,0,0,0,0
01/09/1985,0,0,0,0,0,0,0
01/11/1985,0,0,0,0,0,0,0
01/12/1985,0,0,0,0,0,0,0
01/02/1986,0,0,0,0,0,0,0
01/03/1986,0,0,0,0,0,0,0
01/05/1986,0,0,0,0,0,0,0
01/06/1986,0,0,0,0,0,0,0
01/08/1986,0,0,0,0,0,0,0
01/09/1986,0,0,0,0,0,0,0
01/11/1986,0,0,0,0,0,0,0
01/12/1986,0,0,0,0,0,0,0
01/02/1987,0,0,0,0,0,0,0
01/03/1987,0,0,0,0,0,0,0
01/05/1987,0,0,0,0,0,0,0
01/06/1987,0,0,0,0,0,0,0
01/08/1987,0,0,0,0,0,0,0
01/09/1987,0,0,0,0,0,0,0
01/11/1987,0,0,0,0,0,0,0
01/12/1987,0,0,0,0,0,0,0
01/03/1988,0,0,0,0,0,0,0
01/05/1988,0,0,0,0,0,0,0
01/06/1988,0,0,0,0,0,0,0
01/08/1988,0,0,0,0,0,0,0
01/09/1988,0,0,0,0,0,0,0
01/11/1988,0,0,0,0,0,0,0
01/12/1988,0,0,0,0,0,0,0
01/02/1989,0,0,0,0,0,0,0
01/03/1989,0,0,0,0,0,0,0
01/05/1989,0,0,0,0,0,0,0
01/06/1989,0,0,0,0,0,0,0
01/08/1989,0,0,0,0,0,0,0
01/09/1989,0,0,0,0,0,0,0
01/11/1989,0,0,0,0,0,0,0
01/12/1989,0,0,0,0,0,0,0
01/02/1990,0,0,0,0,0,0,0
01/03/1990,0,0,0,0,0,0,0
